"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00417588","RICHARDSON, TX US","2007-11-19","77",",,0","57",",,0","66",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-20","78",",,0","63",",,0","70",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-21","71",",,0","39",",,0","39",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-22","45",",,0","35",",,0","41",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-23","48",",,0","33",",,0","44",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-24","44",",,0","36",",,0","37",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-25","41",",,0","35",",,0","36",",I,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-26","57",",,0","38",",I,0","39",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-27","61",",,0","31",",,0","51",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-28","66",",,0","44",",,0","51",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-29","60",",,0","40",",,0","51",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-11-30","66",",,0","48",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-01","68",",,0","59",",,0","67",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-02","78",",,0","43",",,0","44",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-03","55",",,0","32",",,0","35",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-04","66",",,0","34",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-05","71",",,0","41",",,0","42",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-06","60",",,0","39",",,0","57",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-07","79",",,0","57",",,0","67",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-08","76",",,0","54",",,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-09","54",",,0","34",",,0","35",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-10","44",",,0","34",",,0","44",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-11","71",",,0","40",",,0","40",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-12","40",",,0","36",",,0","37",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-13","52",",,0","33",",,0","37",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-14","46",",,0","35",",,0","43",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-15","43",",,0","31",",,0","32",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-16","48",",,0","28",",,0","34",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-17","53",",,0","24",",,0","42",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-18","68",",,0","40",",,0","47",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-19","67",",,0","37",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-20","62",",,0","45",",,0","45",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-21","69",",,0","35",",,0","60",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-22","60",",,0","28",",,0","29",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-23","52",",,0","29",",,0","37",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-24","53",",,0","32",",,0","38",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-25","60",",,0","38",",,0","46",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-26","58",",,0","25",",,0","38",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-27","41",",,0","35",",,0","39",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-28","43",",,0","33",",,0","33",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-29","52",",,0","25",",,0","38",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-30","60",",,0","35",",,0","35",",,0,2400"
"USC00417588","RICHARDSON, TX US","2007-12-31","57",",,0","29",",,0","29",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-01","49",",,0","29",",,0","29",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-02","41",",,0","22",",,0","27",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-03","42",",,0","24",",,0","34",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-04","57",",,0","32",",,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-05","75",",,0","55",",,0","69",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-06","72",",,0","58",",,0","66",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-07","77",",,0","65",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-08","70",",,0","41",",,0","41",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-09","59",",,0","31",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-10","59",",,0","37",",,0","37",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-11","64",",,0","29",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-12","54",",,0","40",",,0","42",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-13","58",",,0","36",",,0","44",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-14","62",",,0","30",",,0","41",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-15","63",",,0","34",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-16","51",",,0","39",",,0","40",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-17","40",",,0","24",",,0","27",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-18","41",",,0","23",",,0","28",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-19","42",",,0","23",",,0","24",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-20","52",",,0","24",",,0","43",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-21","50",",,0","21",",,0","40",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-22","40",",,0","28",",,0","29",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-23","40",",,0","28",",,0","37",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-24","42",",,0","26",",,0","36",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-25","36",",,0","32",",,0","32",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-26","52",",,0","32",",,0","35",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-27","64",",,0","35",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-28","65",",,0","30",",,0","64",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-29","67",",,0","31",",,0","31",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-30","52",",,0","27",",,0","46",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-01-31","51",",,0","31",",,0","31",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-01","58",",,0","23",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-02","67",",,0","50",",,0","59",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-03","75",",,0","59",",,0","68",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-04","77",",,0","38",",,0","69",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-05","78",",,0","38",",,0","38",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-06","52",",,0","31",",,0","40",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-07","56",",,0","34",",,0","34",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-08","71",",,0","34",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-09","67",",,0","41",",,0","54",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-10","71",",,0","51",",,0","62",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-11","73",",,0","33",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-12","64",",,0","36",",,0","36",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-13","57",",,0","28",",,0","49",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-14","68",",,0","43",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-15","61",",,0","37",",,0","38",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-16","50",",,0","37",",,0","40",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-17","58",",,0","36",",,0","45",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-18","57",",,0","38",",,0","46",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-19","65",",,0","33",",,0","54",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-20","65",",,0","36",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-21","61",",,0","34",",,0","34",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-22","48",",,0","32",",,0","36",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-23","51",",I,0","36",",,0","59",",I,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-24","60",",,0","42",",,0","49",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-25","81",",,0","30",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-26","52",",,0","36",",,0","36",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-27","61",",,0","28",",,0","51",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-28","70",",,0","42",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-02-29","55",",I,0","61",",I,0","57",",I,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-01","73",",,0","56",",,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-02","74",",,0","50",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-03","77",",,0","32",",,0","32",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-04","56",",,0","32",",,0","47",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-05","67",",,0","42",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-06","50",",,0","32",",,0","32",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-07","46",",,0","25",",,0","33",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-08","51",",,0","23",",,0","41",",I,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-09","61",",,0","46",",I,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-10","69",",,0","35",",,0","46",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-11","68",",,0","41",",,0","57",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-12","77",",,0","49",",,0","62",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-13","71",",,0","54",",,0","66",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-14","82",",,0","46",",,0","63",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-15","65",",,0","43",",,0","56",",I,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-16","71",",,0","62",",I,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-17","79",",,0","49",",,0","74",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-18","74",",,0","43",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-19","65",",,0","44",",,0","44",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-20","71",",,0","44",",,0","62",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-21","74",",,0","49",",,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-22","70",",,0","42",",,0","46",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-23","60",",,0","36",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-24","73",",,0","34",",,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-25","76",",,0","50",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-26","76",",,0","62",",,0","69",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-27","80",",,0","65",",,0","73",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-28","73",",,0","51",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-29","64",",,0","49",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-30","84",",,0","61",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-03-31","79",",,0","69",",,0","73",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-01","73",",,0","50",",,0","56",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-02","62",",,0","51",",,0","59",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-03","82",",,0","59",",,0","74",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-04","74",",,0","49",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-05","69",",,0","39",",,0","53",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-06","78",",,0","51",",,0","64",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-07","81",",,0","57",",,0","73",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-08","80",",,0","57",",,0","57",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-09","75",",,0","51",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-10","82",",,0","60",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-11","72",",,0","50",",,0","58",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-12","67",",,0","48",",,0","54",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-13","62",",,0","45",",,0","50",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-14","65",",,0","37",",,0","52",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-15","72",",,0","46",",,0","63",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-16","73",",,0","52",",,0","69",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-17","73",",,0","57",",,0","57",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-18","68",",,0","47",",,0","57",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-19","83",",,0","53",",,0","69",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-20","76",",,0","56",",,0","72",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-21","83",",,0","68",",,0","76",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-22","84",",,0","68",",,0","73",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-23","79",",,0","65",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-24","81",",,0","63",",,0","74",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-25","82",",,0","65",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-26","71",",,0","53",",,0","62",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-27","62",",,0","50",",,0","54",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-28","76",",,0","40",",,0","64",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-29","80",",,0","49",",,0","67",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-04-30","80",",,0","56",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-01","81",",,0","67",",,0","74",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-02","77",",,0","61",",,0","63",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-03","70",",,0","47",",,0","53",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-04","77",",,0","46",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-05","71",",,0","60",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-06","76",",,0","61",",,0","72",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-07","85",",,0","62",",,0","62",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-08","82",",,0","61",",,0","72",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-09","87",",,0","65",",,0","68",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-10","88",",,0","65",",,0","76",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-11","76",",,0","52",",,0","55",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-12","74",",,0","47",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-13","82",",,0","68",",,0","77",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-14","77",",,0","65",",,0","65",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-15","70",",,0","58",",,0","61",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-16","77",",,0","56",",,0","63",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-17","83",",,0","60",",,0","73",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-18","87",",,0","64",",,0","66",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-19","95",",,0","62",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-20","89",",,0","66",",,0","75",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-21","86",",,0","67",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-22","88",",,0","74",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-23","91",",,0","75",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-24","90",",,0","76",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-25","91",",,0","69",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-26","91",",,0","75",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-27","91",",,0","65",",,0","67",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-28","89",",,0","66",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-29","88",",,0","71",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-30","88",",,0","71",",,0","79",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-05-31","89",",,0","71",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-01","89",",,0","73",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-02","91",",,0","73",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-03","93",",,0","74",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-04","92",",,0","74",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-05","91",",,0","74",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-06","90",",,0","76",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-07","92",",,0","76",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-08","92",",,0","78",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-09","92",",,0","66",",,0","69",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-10","88",",,0","67",",,0","79",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-11","91",",,0","72",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-12","92",",,0","75",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-13","93",",,0","76",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-14","89",",,0","75",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-15","95",",,0","76",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-16","94",",,0","76",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-17","83",",,0","66",",,0","72",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-18","88",",,0","69",",,0","77",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-19","89",",,0","72",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-20","94",",,0","75",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-21","90",",,0","73",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-22","92",",,0","67",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-23","94",",,0","70",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-24","91",",,0","74",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-25","96",",,0","74",",,0","74",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-26","93",",,0","73",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-27","95",",,0","74",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-28","95",",,0","76",",,0","76",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-29","90",",,0","71",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-06-30","92",",,0","66",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-01","92",",,0","70",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-02","93",",,0","71",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-03","96",",,0","73",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-04","94",",,0","76",",,0","86",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-05","95",",,0","73",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-06","94",",,0","74",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-07","94",",,0","76",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-08","95",",,0","76",",,0","77",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-09","95",",,0","74",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-10","95",",,0","76",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-11","94",",,0","78",",,0","89",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-12","99",",,0","79",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-13","96",",,0","80",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-14","93",",,0","75",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-15","94",",,0","74",",,0","76",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-16","91",",,0","73",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-17","95",",,0","74",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-18","95",",,0","72",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-19","95",",,0","75",",,0","86",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-20","95",",,0","77",",,0","87",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-21","98",",,0","76",",,0","89",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-22","98",",,0","77",",,0","86",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-23","96",",,0","77",",,0","86",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-24","95",",,0","76",",,0","86",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-25","96",",,0","78",",,0","87",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-26","98",",,0","79",",,0","87",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-27","101",",,0","78",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-28","100",",,0","80",",,0","91",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-29","96",",,0","78",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-30","97",",,0","78",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-07-31","101",",,0","81",",,0","89",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-01","100",",,0","80",",,0","91",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-02","101",",,0","82",",,0","90",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-03","101",",,0","78",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-04","101",",,0","79",",,0","90",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-05","97",",,0","78",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-06","92",",,0","73",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-07","98",",,0","76",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-08","92",",,0","76",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-09","99",",,0","76",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-10","100",",,0","80",",,0","88",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-11","91",",,0","76",",,0","76",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-12","90",",,0","73",",,0","77",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-13","94",",,0","70",",,0","80",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-14","96",",,0","70",",,0","85",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-15","87",",,0","66",",,0","73",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-16","83",",,0","67",",,0","75",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-17","88",",,0","70",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-18","78",",,0","72",",,0","72",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-19","79",",,0","70",",,0","71",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-20","81",",,0","69",",,0","70",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-21","90",",,0","68",",,0","79",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-22","94",",,0","75",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-23","95",",,0","74",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-24","91",",,0","70",",,0","83",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-25","91",",,0","74",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-26","90",",,0","72",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-27","94",",,0","74",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-28","94",",,0","77",",,0","84",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-29","93",",,0","76",",,0","78",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-30","92",",,0","74",",,0","81",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-08-31","91",",,0","75",",,0","77",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-09-01","92",",,0","71",",,0","82",",,0,2400"
"USC00417588","RICHARDSON, TX US","2008-09-02","88",",,0","76",",,0","79",",,0,2400"
